,header,single_q,double_q,dashes,braces,spaces,badwords,Cluster
51,"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,13.0,0.0,25.0,0.0,Cluster 1
52,"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,15.0,0.0,25.0,0.0,Cluster 1
53,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,16.0,0.0,23.0,0.0,Cluster 1
54,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,15.0,0.0,23.0,0.0,Cluster 1
55,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,16.0,0.0,23.0,0.0,Cluster 1
56,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,13.0,0.0,24.0,0.0,Cluster 1
57,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,13.0,0.0,24.0,0.0,Cluster 1
58,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'If-Modified-Since': b'Thu, 18 May 2023 12:47:19 GMT\r', b'If-None-Match': b'W/""64661e57-4d7""\r', b'Te': b'trailers\r'}",0.0,2.0,20.0,0.0,31.0,0.0,Cluster 1
59,"{b'Host': b'static.cloudflareinsights.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Mon, 17 Apr 2023 20:41:48 GMT\r', b'If-None-Match': b'W/2023.4.2\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,15.0,0.0,30.0,0.0,Cluster 1
60,"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,14.0,0.0,25.0,0.0,Cluster 1
61,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,16.0,0.0,23.0,0.0,Cluster 1
62,"{b'Host': b'www.googletagmanager.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Tue, 23 May 2023 18:00:00 GMT\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,16.0,0.0,28.0,0.0,Cluster 1
63,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'serviceworker\r', b'Sec-Fetch-Mode': b'same-origin\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,16.0,0.0,26.0,0.0,Cluster 1
64,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,20.0,0.0,26.0,0.0,Cluster 1
65,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,20.0,0.0,26.0,0.0,Cluster 1
66,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,20.0,0.0,26.0,0.0,Cluster 1
67,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,20.0,0.0,26.0,0.0,Cluster 1
68,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,21.0,0.0,26.0,0.0,Cluster 1
69,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,20.0,0.0,26.0,0.0,Cluster 1
70,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,21.0,0.0,26.0,0.0,Cluster 1
71,"{b'Host': b'www.googletagmanager.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Tue, 23 May 2023 18:00:00 GMT\r', b'Te': b'trailers\r'}",0.0,0.0,15.0,0.0,27.0,0.0,Cluster 1
72,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,22.0,0.0,Cluster 1
73,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,22.0,0.0,Cluster 1
74,"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,22.0,0.0,Cluster 1
75,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/wp-content/uploads/fusion-styles/56550d48883d94a6a206fb8576909500.min.css\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,17.0,0.0,24.0,0.0,Cluster 1
76,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/wp.serviceworker\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,26.0,0.0,Cluster 1
77,"{b'Host': b'fonts.gstatic.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,13.0,0.0,23.0,0.0,Cluster 1
78,"{b'Host': b'fonts.gstatic.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,14.0,0.0,23.0,0.0,Cluster 1
79,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/wp-content/uploads/fusion-styles/56550d48883d94a6a206fb8576909500.min.css\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,18.0,0.0,24.0,0.0,Cluster 1
80,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,23.0,0.0,Cluster 1
81,"{b'Host': b'www.google-analytics.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,13.0,0.0,22.0,0.0,Cluster 1
82,"{b'Host': b'www.googletagmanager.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0.0,0.0,13.0,0.0,21.0,0.0,Cluster 1
83,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,23.0,0.0,Cluster 1
84,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/wp-content/plugins/revslider/public/assets/css/rs6.css\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,15.0,0.0,24.0,0.0,Cluster 1
85,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.3.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283; _gid=GA1.3.380390387.1685937016; _gat_gtag_UA_94084162_1=1\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/wp.serviceworker\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0.0,0.0,14.0,0.0,28.0,0.0,Cluster 1
86,"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1685937015.2.0.1685937015.0.0.0; _fbp=fb.2.1684868700175.217683283; _gid=GA1.3.380390387.1685937016; _gat_gtag_UA_94084162_1=1\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker-Navigation-Preload': b'true\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'worker\r', b'Sec-Fetch-Mode': b'same-origin\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,17.0,0.0,27.0,0.0,Cluster 1
