class,method,body,path,header,single_q,double_q,dashes,braces,spaces,badwords
good,b'GET',b'',"b'/xjs/_/js/k=xjs.s.en_GB.jXspwTZ_P24.O/ck=xjs.s.QLfquN6Fc98.L.F4.O/am=CggBIAAgGoRTABtAQPgnDAAAEKAAAAAAALBEAAYAgvcfAQAAAAkBgyAOGABIKAGTAgAAcPoBAAAAAAAxABQAACgEAIeGgAIgAAAAAPIHAJwXQHAwYQEAAAAAAAAAgICVIBhcIF0CAkAAAAAAAAAAAFAlk5cHgAAAQA/d=0/excm=ABxRVc,AD6AIb,AOTkuc,BVlhmd,CVVp5c,CnT5wd,D1J6He,DwnPgd,EuA5Zc,FmnE6b,FuQWyc,Ghqpae,HfxK9d,JxE93,MRb7nf,MrkcAd,Mxvwsd,NsEUGe,Oa7Qpb,Ok4XMd,PoJj8d,SKZSKc,SLDaee,SfrWY,TO0csb,TiREQc,U3Ovcc,UQpTU,V9W1ad,WaSRUb,Wx0Z2d,WxJ6g,XHo6qe,XTkmZd,Xk0c,Yltq7c,ZrXR8b,Zudxcb,a0nyD,aQFQFe,bXyZdf,cKV22c,dyUEmd,eTv59e,f1YgBd,f26on,hWJjIf,hfJ9hb,hhchLd,ja3dyb,jkRPje,kOSi0d,m3AaXd,m6b2Pe,oMCorb,pMwOEe,pQk1fc,pqUxUc,qv9Nz,rL2AR,smKWJb,tzTB5,vJPFse,vrB8db,wKa2Bd,y25qZb,y6Ihab,yChgtb,zoFt6e,zs9f9d/ed=1/dg=2/rs=ACT90oHB4WXYbgQ1g8Y1YMrHDCVpUfhncA/m=kMFpHd,sy2d,bm51tf?xjs=s3'","{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtwglam5KJQhxkkN-WAal7clLugCgCSi-RlVLdT3mfTwD-a0-jo6JAOxAjPoDVMCZoeYs7o; __Secure-1PSIDCC=AP8dLtxjaFfu1bfx9pOppHwVlIEC9mSzd3eow88ORSzfK2p8195WYLWUSLxIrT6CFhW6lpGPEg; __Secure-3PSIDCC=AP8dLtz-hgMi9aJ8WQwWst3o6n-67tTdXdX8eyGVn1rrrSctcngRciWNHGZVZK-qyXRW2R8pew; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l; DV=wyPe57eAB5cn4NvUndzzyhldatKaiJipaiyffETzdAMAAAA\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0,0,52,0,39,0
good,b'GET',b'',b'/wp-includes/js/jquery/jquery.min.js',"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,13,0,25,0
good,b'GET',b'',b'/wp-content/themes/Avada-Child-Theme/assets/lib/jquery.waypoints.min.js',"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,15,0,25,0
good,b'GET',b'',b'/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,23,0
good,b'GET',b'',b'/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,15,0,23,0
good,b'GET',b'',b'/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,23,0
good,b'GET',b'',b'/wp-content/plugins/revslider/public/assets/js/rbtools.min.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0,0,13,0,24,0
good,b'GET',b'',b'/wp-content/plugins/revslider/public/assets/js/rs6.min.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0,0,13,0,24,0
good,b'GET',b'',b'/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'If-Modified-Since': b'Thu, 18 May 2023 12:47:19 GMT\r', b'If-None-Match': b'W/""64661e57-4d7""\r', b'Te': b'trailers\r'}",0,2,20,0,31,0
good,b'GET',b'',b'/beacon.min.js/v52afc6f149f6479b8c77fa569edb01181681764108816',"{b'Host': b'static.cloudflareinsights.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Mon, 17 Apr 2023 20:41:48 GMT\r', b'If-None-Match': b'W/2023.4.2\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,15,0,30,0
good,b'GET',b'',b'/wp-content/uploads/fusion-scripts/a67fed2b7d18465c8a6f426d9bb51c4e.min.js',"{b'Host': b'cdn.kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,14,0,25,0
good,b'GET',b'',b'/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,23,0
good,b'GET',b'',b'/gtag/js?id=UA-94084162-1',"{b'Host': b'www.googletagmanager.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Tue, 23 May 2023 18:00:00 GMT\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,28,0
good,b'GET',b'',b'/wp.serviceworker',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'serviceworker\r', b'Sec-Fetch-Mode': b'same-origin\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-core.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,20,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-precaching.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,20,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-strategies.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,20,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-routing.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,20,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-navigation-preload.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,21,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-expiration.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,20,0,26,0
good,b'GET',b'',b'/wp-content/plugins/pwa/wp-includes/js/workbox-v6.5.3/workbox-cacheable-response.prod.js',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Service-Worker': b'script\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,21,0,26,0
good,b'GET',b'',b'/gtm.js?id=GTM-5T7HR7L',"{b'Host': b'www.googletagmanager.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'If-Modified-Since': b'Tue, 23 May 2023 18:00:00 GMT\r', b'Te': b'trailers\r'}",0,0,15,0,27,0
good,b'GET',b'',b'/wp-content/uploads/themepunch/gfonts/roboto/KFOmCnqEu92Fr1Mu4mxK.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0,0,14,0,22,0
good,b'GET',b'',b'/wp-content/uploads/themepunch/gfonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0,0,14,0,22,0
good,b'GET',b'',b'/wp-content/uploads/themepunch/gfonts/poppins/pxiByp8kv8JHgFVrLCz7Z1xlFQ.woff2',"{b'Host': b'cdn.kiit.ac.in\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r'}",0,0,14,0,22,0
good,b'GET',b'',b'/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/wp-content/uploads/fusion-styles/56550d48883d94a6a206fb8576909500.min.css\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0,0,17,0,24,0
good,b'GET',b'',b'/?wp_error_template=offline',"{b'Host': b'kiit.ac.in\r', b'Cookie': b'_ga=GA1.1.514348337.1684868700; _ga_34QZ5P9757=GS1.1.1684868699.1.1.1684869058.0.0.0; _fbp=fb.2.1684868700175.217683283\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://kiit.ac.in/wp.serviceworker\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Pragma': b'no-cache\r', b'Cache-Control': b'no-cache\r', b'Te': b'trailers\r'}",0,0,14,0,26,0
good,b'GET',b'',b'/s/poppins/v20/pxiEyp8kv8JHgFVrJJfecg.woff2',"{b'Host': b'fonts.gstatic.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,13,0,23,0
good,b'GET',b'',b'/s/robotocondensed/v25/ieVi2ZhZI2eCN5jzbjEETS9weq8-32meGCQYbw.woff2',"{b'Host': b'fonts.gstatic.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://cdn.kiit.ac.in/\r', b'Origin': b'https://kiit.ac.in\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,14,0,23,0
